date,heure,type,duree,id_antenne_relais,source,destination
2023-09-21,01:05:00,sms sortant,0,772290699.0,33685479990,33686134272
2023-11-03,01:55:00,sms entrant,0,770990392.0,33643494717,33637998911
2023-02-21,09:48:00,appel entrant,2375,772290334.0,33607729735,33634170645
2023-09-10,19:52:00,appel sortant,936,772290515.0,33615756633,33611229173
2023-06-16,11:05:00,appel entrant,3300,772700454.0,33612241058,33679426016
2023-05-07,00:14:00,sms entrant,0,772750949.0,33624719573,33631214961
2023-05-24,10:42:00,appel entrant,2857,770990132.0,33610417573,33625171597
2023-06-07,04:23:00,sms sortant,0,772290382.0,33674856257,33650445038
2023-12-16,08:24:00,appel entrant,1668,770990443.0,33666428863,33617754939
2023-01-28,10:09:00,sms entrant,0,772700548.0,33695798193,33611649053
2023-10-28,03:27:00,appel sortant,3310,772700550.0,33631093983,33612375186
2023-04-14,06:47:00,appel entrant,700,770990238.0,33610329307,33616623111
2023-07-30,12:23:00,sms entrant,0,770990165.0,33634555028,33669543562
2023-12-24,04:23:00,sms sortant,0,770990009.0,33667565331,33614353958
2023-06-21,14:12:00,sms sortant,0,772750722.0,33678876932,33609560557
2023-06-04,16:35:00,sms sortant,0,772751310.0,33671564714,33697323206
2023-11-26,09:41:00,appel sortant,1823,772700128.0,33691513450,33641923143
2023-06-03,16:55:00,sms sortant,0,770990392.0,33697878501,33646497620
2023-02-22,20:12:00,appel entrant,747,772290548.0,33621726091,33654607279
2023-09-21,15:23:00,sms entrant,0,770990044.0,33673531678,33664618639
2023-03-21,21:59:00,appel entrant,1681,772700311.0,33664802031,33638919155
2023-11-04,20:22:00,appel sortant,248,772750389.0,33681712932,33624944711
2023-06-13,17:02:00,appel entrant,3117,772700119.0,33602117227,33610242490
2023-03-26,11:04:00,sms sortant,0,772290255.0,33691269094,33643471700
2023-03-06,16:11:00,sms sortant,0,772750137.0,33684092791,33624563063
2023-05-18,21:53:00,appel entrant,1264,772700106.0,33619381394,33628699444
2023-06-11,10:05:00,appel sortant,1597,770990456.0,33603042126,33694729813
2023-09-29,17:28:00,sms sortant,0,770990378.0,33650780920,33623570323
2023-05-19,01:34:00,sms entrant,0,772700567.0,33694276403,33674161241
2023-08-22,17:14:00,appel entrant,2060,772750686.0,33606702101,33624509380
2023-01-17,12:07:00,appel entrant,1507,772700521.0,33616616345,33695341150
2023-04-19,13:40:00,sms sortant,0,772700095.0,33667826161,33646077319
2023-06-17,06:10:00,appel entrant,2446,772290351.0,33676036376,33633962086
2023-10-12,03:03:00,appel entrant,3215,772751218.0,33655018003,33628396578
2023-01-14,21:31:00,sms sortant,0,772751111.0,33671597297,33652343924
2023-05-19,01:34:00,sms entrant,0,772700567.0,33694276403,33669306859
2023-04-27,14:54:00,sms sortant,0,772750135.0,33624892889,33669306859
2023-10-12,03:03:00,appel entrant,3215,772751218.0,33655018003,33669306859
2023-09-04,12:29:00,sms sortant,0,772290469.0,33621769412,33669306859
2023-03-26,11:04:00,sms sortant,0,772290255.0,33691269094,33669306859
2023-08-04,09:48:00,sms entrant,0,772290621.0,33688589540,33669306859
2023-04-19,17:16:00,sms entrant,0,772290595.0,33675568220,33669306859
2023-05-04,08:11:00,sms entrant,0,772700155.0,33695305405,33669306859
2023-03-24,10:20:00,sms sortant,0,772290735.0,33625009396,33669306859
2023-02-21,00:14:00,sms sortant,0,772290281.0,33632302187,33669306859
