date,heure,type,duree,id_antenne_relais,source,destination
2023-08-25,20:48:00,appel sortant,2297,772751283.0,+33685660982,+33637485287
2023-02-10,06:58:00,sms sortant,0,772290386.0,+33670769797,+33631663350
2023-08-24,02:52:00,appel sortant,1440,772290631.0,+33625919522,+33616565640
2023-06-02,19:53:00,sms sortant,0,772290117.0,+33675084900,+33638617486
2023-10-09,13:44:00,appel sortant,475,770990408.0,+33601326415,+33620737009
2023-04-05,06:05:00,appel entrant,1950,772751323.0,+33615163114,+33679632147
2023-02-14,21:12:00,appel entrant,1422,772290546.0,+33675365037,+33630388620
2023-08-14,20:23:00,sms sortant,0,772700549.0,+33661432746,+33666448272
2023-02-15,18:25:00,sms entrant,0,770990351.0,+33689334577,+33621568860
2023-12-30,03:49:00,appel sortant,1646,772751269.0,+33627113383,+33602896241
2023-06-25,16:25:00,appel sortant,2303,772290422.0,+33676926015,+33675397815
2023-09-05,19:31:00,sms sortant,0,772290115.0,+33646285217,+33639811266
2023-12-05,09:51:00,sms sortant,0,772751143.0,+33647008056,+33629523443
2023-10-09,07:44:00,appel entrant,268,772290686.0,+33668550881,+33698356255
2023-06-23,08:53:00,appel entrant,1466,770990235.0,+33627113263,+33671399582
2023-06-08,08:08:00,appel sortant,2213,772290559.0,+33636203068,+33653493990
2023-01-10,17:45:00,sms entrant,0,770990450.0,+33645829439,+33606830919
2023-04-08,01:24:00,sms sortant,0,772700020.0,+33635769547,+33614238863
2023-03-29,23:37:00,sms entrant,0,770990456.0,+33613908657,+33699697507
2023-09-21,10:31:00,sms entrant,0,772700480.0,+33638532038,+33612761248
2023-11-20,17:45:00,appel entrant,1457,772750634.0,+33619771153,+33656222582
2023-11-25,06:26:00,sms entrant,0,772700498.0,+33638864339,+33630573359
2023-09-01,09:14:00,appel sortant,1081,770990516.0,+33604621483,+33608848260
2023-02-03,06:53:00,sms sortant,0,772700038.0,+33660078231,+33667618591
2023-02-27,22:53:00,appel sortant,1266,772700065.0,+33686517540,+33684048874
2023-12-23,15:43:00,sms sortant,0,772700353.0,+33630462764,+33685848283
2023-09-28,23:33:00,sms sortant,0,772700076.0,+33690185724,+33602192751
2023-02-19,16:34:00,sms sortant,0,770990114.0,+33614025350,+33629014738
2023-09-02,05:33:00,sms entrant,0,770990473.0,+33682561374,+33660880243
2023-02-27,18:21:00,appel entrant,2784,772751067.0,+33605609353,+33650212786
2023-02-27,05:10:00,sms entrant,0,772750652.0,+33651426070,+33644249792
2023-08-10,21:54:00,sms sortant,0,772751077.0,+33684433720,+33672683127
2023-11-06,13:02:00,appel sortant,694,772700250.0,+33631199289,+33659155059
2023-08-23,23:26:00,appel entrant,1676,772750356.0,+33679805223,+33683259504
2023-12-03,17:23:00,appel entrant,1064,772290671.0,+33603213393,+33606449808
2023-04-13,22:21:00,appel entrant,3407,772751092.0,+33661870888,+33618649082
2023-10-29,16:02:00,sms entrant,0,770990452.0,+33686916044,+33618649082
2023-02-28,04:53:00,sms sortant,0,772700627.0,+33658138536,+33618649082
2023-09-01,09:14:00,appel sortant,1081,770990516.0,+33604621483,+33618649082
2023-03-20,06:24:00,appel sortant,2662,772700031.0,+33666927535,+33618649082
